Cpu,Dataset,User,Cores,Threads,Min,Avg,StDev
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,8,16,1.566,1.577,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,16,16,1.054,1.059,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,16,32,0.818,0.822,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,32,32,0.561,0.565,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,32,64,0.464,0.469,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,64,64,0.348,0.357,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,buybackoff,64,128,0.364,0.368,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,8,8,5.032,5.060,0.020
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,8,16,3.144,3.184,0.008
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,16,16,2.636,2.699,0.062
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,16,32,1.700,1.710,0.007
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,32,32,1.441,1.452,0.012
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,32,64,1.437,1.466,0.013
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,64,64,1.451,1.455,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,CameronAavik,64,128,1.450,1.453,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,dzaima,8,8,2.471,2.515,0.021
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,8,8,2.370,2.384,0.007
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,8,16,1.643,1.654,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,16,16,1.247,1.254,0.006
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,16,32,0.893,0.896,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,32,32,0.701,0.709,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,32,64,0.702,0.706,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,64,64,0.714,0.719,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,jerrinot,64,128,0.717,0.719,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,8,8,2.819,2.848,0.025
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,8,16,2.021,2.062,0.043
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,16,16,1.513,1.524,0.008
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,16,32,1.122,1.139,0.024
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,32,32,0.861,0.873,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,32,64,0.685,0.694,0.010
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,64,64,0.574,0.588,0.011
AMDEPYC9374F32-CoreProcessor,1B_10K,kpocza,64,128,0.527,0.536,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,8,8,1.550,1.619,0.018
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,8,16,1.092,1.099,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,16,16,0.802,0.853,0.024
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,16,32,0.609,0.616,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,32,32,0.461,0.482,0.015
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,32,64,0.375,0.384,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,64,64,0.290,0.320,0.015
AMDEPYC9374F32-CoreProcessor,1B_10K,lehuyduc,64,128,0.252,0.255,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,8,8,1.910,1.952,0.023
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,8,16,1.414,1.454,0.015
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,16,16,1.046,1.087,0.011
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,16,32,0.960,0.993,0.023
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,32,32,0.756,0.816,0.027
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,32,64,1.356,1.387,0.015
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,64,64,1.306,1.351,0.025
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik,64,128,4.150,4.215,0.026
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,8,8,2.858,2.883,0.018
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,8,16,1.866,1.884,0.021
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,16,16,1.529,1.564,0.027
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,16,32,1.045,1.145,0.019
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,32,32,0.954,1.004,0.028
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,32,64,0.684,0.738,0.029
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,64,64,0.709,0.752,0.008
AMDEPYC9374F32-CoreProcessor,1B_10K,mtopolnik-rs,64,128,0.620,0.641,0.016
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,8,8,2.841,2.894,0.032
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,8,16,1.870,1.906,0.031
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,16,16,1.519,1.551,0.030
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,16,32,1.040,1.057,0.013
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,32,32,0.862,0.884,0.022
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,32,64,0.630,0.638,0.008
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,64,64,0.558,0.574,0.012
AMDEPYC9374F32-CoreProcessor,1B_10K,nietras,64,128,0.479,0.487,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,8,8,4.306,4.338,0.028
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,8,16,2.865,2.891,0.029
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,16,16,2.243,2.256,0.016
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,16,32,1.538,1.566,0.035
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,32,32,1.235,1.251,0.023
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,32,64,0.885,0.892,0.007
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,64,64,0.749,0.766,0.029
AMDEPYC9374F32-CoreProcessor,1B_10K,NimaAra,64,128,0.637,0.656,0.021
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,8,8,2.102,2.110,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,8,16,1.410,1.415,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,16,16,1.106,1.117,0.017
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,16,32,0.806,0.811,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,32,32,0.662,0.667,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,32,64,0.597,0.620,0.006
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,64,64,0.567,0.601,0.010
AMDEPYC9374F32-CoreProcessor,1B_10K,noahfalk,64,128,0.728,0.800,0.012
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,8,8,4.789,4.818,0.011
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,8,16,3.389,3.426,0.024
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,16,16,2.644,2.656,0.008
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,16,32,2.024,2.030,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,32,32,1.668,1.676,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,32,64,0.449,0.452,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,64,64,0.438,0.453,0.017
AMDEPYC9374F32-CoreProcessor,1B_10K,pedrosakuma,64,128,0.816,0.843,0.024
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,8,8,2.504,2.565,0.017
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,8,16,1.691,1.714,0.013
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,16,16,1.219,1.242,0.010
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,16,32,0.869,0.883,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,32,32,0.655,0.670,0.017
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,32,64,0.625,0.703,0.042
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,64,64,0.602,0.607,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,royvanrijn,64,128,0.599,0.606,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,8,8,2.051,2.061,0.010
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,8,16,1.414,1.419,0.004
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,16,16,1.086,1.089,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,16,32,0.813,0.816,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,32,32,0.648,0.652,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,32,64,0.601,0.602,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,64,64,0.555,0.561,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,stephenvonworley,64,128,0.747,0.750,0.003
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,8,8,2.839,2.861,0.009
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,8,16,2.200,2.207,0.005
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,16,16,1.466,1.472,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,16,32,1.192,1.195,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,32,32,0.813,0.818,0.002
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,32,64,0.749,0.752,0.001
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,64,64,0.575,0.587,0.009
AMDEPYC9374F32-CoreProcessor,1B_10K,thomaswue,64,128,0.700,0.726,0.012
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,8,8,3.245,3.299,0.034
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,8,16,2.054,2.084,0.024
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,16,16,1.653,1.675,0.021
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,16,32,1.080,1.096,0.007
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,32,32,0.869,0.900,0.019
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,32,64,0.631,0.691,0.030
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,64,64,0.562,0.636,0.028
AMDEPYC9374F32-CoreProcessor,1B_10K,xoofx,64,128,0.548,0.594,0.030
IntelRXeonRGold6444Y,1B,abeobk,4,4,2.598,2.611,0.010
IntelRXeonRGold6444Y,1B,abeobk,4,8,1.855,1.859,0.003
IntelRXeonRGold6444Y,1B,abeobk,8,8,1.303,1.310,0.004
IntelRXeonRGold6444Y,1B,abeobk,8,16,0.931,0.933,0.002
IntelRXeonRGold6444Y,1B,abeobk,16,16,0.656,0.658,0.002
IntelRXeonRGold6444Y,1B,abeobk,16,32,0.470,0.471,0.001
IntelRXeonRGold6444Y,1B,abeobk,32,32,0.337,0.338,0.001
IntelRXeonRGold6444Y,1B,abeobk,32,64,0.337,0.342,0.003
IntelRXeonRGold6444Y,1B,artsiomkorzun,4,4,2.061,2.072,0.008
IntelRXeonRGold6444Y,1B,artsiomkorzun,4,8,1.540,1.544,0.003
IntelRXeonRGold6444Y,1B,artsiomkorzun,8,8,1.040,1.044,0.004
IntelRXeonRGold6444Y,1B,artsiomkorzun,8,16,0.775,0.776,0.001
IntelRXeonRGold6444Y,1B,artsiomkorzun,16,16,0.525,0.526,0.001
IntelRXeonRGold6444Y,1B,artsiomkorzun,16,32,0.397,0.398,0.001
IntelRXeonRGold6444Y,1B,artsiomkorzun,32,32,0.276,0.278,0.001
IntelRXeonRGold6444Y,1B,artsiomkorzun,32,64,0.212,0.213,0.001
IntelRXeonRGold6444Y,1B,austindonisan,4,4,1.031,1.050,0.026
IntelRXeonRGold6444Y,1B,austindonisan,4,8,0.521,0.527,0.010
IntelRXeonRGold6444Y,1B,austindonisan,8,8,0.507,0.529,0.013
IntelRXeonRGold6444Y,1B,austindonisan,8,16,0.266,0.273,0.011
IntelRXeonRGold6444Y,1B,austindonisan,16,16,0.266,0.269,0.003
IntelRXeonRGold6444Y,1B,austindonisan,16,32,0.137,0.143,0.004
IntelRXeonRGold6444Y,1B,austindonisan,32,32,0.135,0.144,0.011
IntelRXeonRGold6444Y,1B,austindonisan,32,64,0.107,0.111,0.001
IntelRXeonRGold6444Y,1B,buybackoff,4,4,2.003,2.022,0.011
IntelRXeonRGold6444Y,1B,buybackoff,4,8,1.571,1.579,0.004
IntelRXeonRGold6444Y,1B,buybackoff,8,8,1.007,1.015,0.004
IntelRXeonRGold6444Y,1B,buybackoff,8,16,0.794,0.799,0.002
IntelRXeonRGold6444Y,1B,buybackoff,16,16,0.514,0.517,0.002
IntelRXeonRGold6444Y,1B,buybackoff,16,32,0.410,0.412,0.001
IntelRXeonRGold6444Y,1B,buybackoff,32,32,0.277,0.285,0.005
IntelRXeonRGold6444Y,1B,buybackoff,32,64,0.233,0.235,0.001
IntelRXeonRGold6444Y,1B,CameronAavik,4,4,2.986,3.041,0.028
IntelRXeonRGold6444Y,1B,CameronAavik,4,8,2.169,2.189,0.011
IntelRXeonRGold6444Y,1B,CameronAavik,8,8,1.563,1.589,0.010
IntelRXeonRGold6444Y,1B,CameronAavik,8,16,1.180,1.191,0.006
IntelRXeonRGold6444Y,1B,CameronAavik,16,16,0.880,0.895,0.010
IntelRXeonRGold6444Y,1B,CameronAavik,16,32,0.688,0.694,0.008
IntelRXeonRGold6444Y,1B,CameronAavik,32,32,0.547,0.553,0.004
IntelRXeonRGold6444Y,1B,CameronAavik,32,64,0.565,0.631,0.037
IntelRXeonRGold6444Y,1B,dzaima,4,4,2.523,2.546,0.012
IntelRXeonRGold6444Y,1B,dzaima,4,8,1.714,1.739,0.021
IntelRXeonRGold6444Y,1B,dzaima,8,8,1.260,1.282,0.015
IntelRXeonRGold6444Y,1B,jerrinot,4,4,2.183,2.196,0.007
IntelRXeonRGold6444Y,1B,jerrinot,4,8,1.530,1.535,0.003
IntelRXeonRGold6444Y,1B,jerrinot,8,8,1.097,1.102,0.003
IntelRXeonRGold6444Y,1B,jerrinot,8,16,0.769,0.772,0.001
IntelRXeonRGold6444Y,1B,jerrinot,16,16,0.554,0.557,0.002
IntelRXeonRGold6444Y,1B,jerrinot,16,32,0.390,0.392,0.001
IntelRXeonRGold6444Y,1B,jerrinot,32,32,0.287,0.289,0.001
IntelRXeonRGold6444Y,1B,jerrinot,32,64,0.286,0.290,0.002
IntelRXeonRGold6444Y,1B,kpocza,4,4,3.711,3.760,0.025
IntelRXeonRGold6444Y,1B,kpocza,4,8,2.224,2.254,0.019
IntelRXeonRGold6444Y,1B,kpocza,8,8,1.938,1.962,0.015
IntelRXeonRGold6444Y,1B,kpocza,8,16,1.203,1.219,0.011
IntelRXeonRGold6444Y,1B,kpocza,16,16,1.061,1.073,0.009
IntelRXeonRGold6444Y,1B,kpocza,16,32,0.690,0.704,0.015
IntelRXeonRGold6444Y,1B,kpocza,32,32,0.623,0.632,0.013
IntelRXeonRGold6444Y,1B,kpocza,32,64,0.443,0.452,0.004
IntelRXeonRGold6444Y,1B,lehuyduc,4,4,2.370,2.454,0.065
IntelRXeonRGold6444Y,1B,lehuyduc,4,8,1.650,1.691,0.034
IntelRXeonRGold6444Y,1B,lehuyduc,8,8,1.218,1.258,0.025
IntelRXeonRGold6444Y,1B,lehuyduc,8,16,0.850,0.864,0.010
IntelRXeonRGold6444Y,1B,lehuyduc,16,16,0.617,0.659,0.020
IntelRXeonRGold6444Y,1B,lehuyduc,16,32,0.467,0.473,0.005
IntelRXeonRGold6444Y,1B,lehuyduc,32,32,0.357,0.381,0.010
IntelRXeonRGold6444Y,1B,lehuyduc,32,64,0.275,0.284,0.007
IntelRXeonRGold6444Y,1B,mtopolnik,4,4,3.427,3.476,0.024
IntelRXeonRGold6444Y,1B,mtopolnik,4,8,2.095,2.115,0.014
IntelRXeonRGold6444Y,1B,mtopolnik,8,8,1.746,1.763,0.013
IntelRXeonRGold6444Y,1B,mtopolnik,8,16,1.092,1.102,0.005
IntelRXeonRGold6444Y,1B,mtopolnik,16,16,0.882,0.926,0.009
IntelRXeonRGold6444Y,1B,mtopolnik,16,32,0.607,0.617,0.005
IntelRXeonRGold6444Y,1B,mtopolnik,32,32,0.492,0.529,0.017
IntelRXeonRGold6444Y,1B,mtopolnik,32,64,0.389,0.406,0.008
IntelRXeonRGold6444Y,1B,mtopolnik-rs,4,4,3.321,3.367,0.018
IntelRXeonRGold6444Y,1B,mtopolnik-rs,4,8,2.335,2.366,0.019
IntelRXeonRGold6444Y,1B,mtopolnik-rs,8,8,1.745,1.767,0.014
IntelRXeonRGold6444Y,1B,mtopolnik-rs,8,16,1.261,1.279,0.012
IntelRXeonRGold6444Y,1B,mtopolnik-rs,16,16,0.962,0.970,0.009
IntelRXeonRGold6444Y,1B,mtopolnik-rs,16,32,0.728,0.733,0.007
IntelRXeonRGold6444Y,1B,mtopolnik-rs,32,32,0.605,0.704,0.059
IntelRXeonRGold6444Y,1B,mtopolnik-rs,32,64,0.481,0.508,0.013
IntelRXeonRGold6444Y,1B,nietras,4,4,3.551,3.626,0.041
IntelRXeonRGold6444Y,1B,nietras,4,8,2.126,2.175,0.020
IntelRXeonRGold6444Y,1B,nietras,8,8,1.849,1.911,0.026
IntelRXeonRGold6444Y,1B,nietras,8,16,1.145,1.171,0.016
IntelRXeonRGold6444Y,1B,nietras,16,16,1.026,1.049,0.011
IntelRXeonRGold6444Y,1B,nietras,16,32,0.664,0.676,0.011
IntelRXeonRGold6444Y,1B,nietras,32,32,0.605,0.621,0.009
IntelRXeonRGold6444Y,1B,nietras,32,64,0.427,0.441,0.009
IntelRXeonRGold6444Y,1B,NimaAra,4,4,7.585,7.670,0.071
IntelRXeonRGold6444Y,1B,NimaAra,4,8,5.151,5.184,0.034
IntelRXeonRGold6444Y,1B,NimaAra,8,8,3.902,3.915,0.007
IntelRXeonRGold6444Y,1B,NimaAra,8,16,2.654,2.687,0.022
IntelRXeonRGold6444Y,1B,NimaAra,16,16,2.031,2.042,0.011
IntelRXeonRGold6444Y,1B,NimaAra,16,32,1.417,1.442,0.034
IntelRXeonRGold6444Y,1B,NimaAra,32,32,1.121,1.129,0.006
IntelRXeonRGold6444Y,1B,NimaAra,32,64,0.821,0.841,0.031
IntelRXeonRGold6444Y,1B,noahfalk,4,4,1.670,1.685,0.008
IntelRXeonRGold6444Y,1B,noahfalk,4,8,1.206,1.218,0.005
IntelRXeonRGold6444Y,1B,noahfalk,8,8,0.844,0.848,0.004
IntelRXeonRGold6444Y,1B,noahfalk,8,16,0.619,0.622,0.002
IntelRXeonRGold6444Y,1B,noahfalk,16,16,0.432,0.435,0.003
IntelRXeonRGold6444Y,1B,noahfalk,16,32,0.321,0.325,0.002
IntelRXeonRGold6444Y,1B,noahfalk,32,32,0.255,0.259,0.003
IntelRXeonRGold6444Y,1B,noahfalk,32,64,0.229,0.270,0.008
IntelRXeonRGold6444Y,1B,pedrosakuma,4,4,6.781,6.795,0.008
IntelRXeonRGold6444Y,1B,pedrosakuma,4,8,4.584,4.609,0.007
IntelRXeonRGold6444Y,1B,pedrosakuma,8,8,3.546,3.548,0.002
IntelRXeonRGold6444Y,1B,pedrosakuma,8,16,2.502,2.518,0.008
IntelRXeonRGold6444Y,1B,pedrosakuma,16,16,1.976,1.983,0.003
IntelRXeonRGold6444Y,1B,pedrosakuma,16,32,1.573,1.582,0.002
IntelRXeonRGold6444Y,1B,pedrosakuma,32,32,1.329,1.333,0.004
IntelRXeonRGold6444Y,1B,pedrosakuma,32,64,1.346,1.354,0.008
IntelRXeonRGold6444Y,1B,royvanrijn,4,4,3.383,3.405,0.008
IntelRXeonRGold6444Y,1B,royvanrijn,4,8,2.008,2.027,0.006
IntelRXeonRGold6444Y,1B,royvanrijn,8,8,1.706,1.723,0.010
IntelRXeonRGold6444Y,1B,royvanrijn,8,16,1.037,1.080,0.011
IntelRXeonRGold6444Y,1B,royvanrijn,16,16,0.868,0.884,0.009
IntelRXeonRGold6444Y,1B,royvanrijn,16,32,0.569,0.586,0.009
IntelRXeonRGold6444Y,1B,royvanrijn,32,32,0.464,0.506,0.009
IntelRXeonRGold6444Y,1B,royvanrijn,32,64,0.467,0.490,0.016
IntelRXeonRGold6444Y,1B,stephenvonworley,4,4,2.751,2.763,0.008
IntelRXeonRGold6444Y,1B,stephenvonworley,4,8,1.891,1.895,0.004
IntelRXeonRGold6444Y,1B,stephenvonworley,8,8,1.385,1.390,0.004
IntelRXeonRGold6444Y,1B,stephenvonworley,8,16,0.956,0.959,0.002
IntelRXeonRGold6444Y,1B,stephenvonworley,16,16,0.703,0.707,0.002
IntelRXeonRGold6444Y,1B,stephenvonworley,16,32,0.493,0.495,0.000
IntelRXeonRGold6444Y,1B,stephenvonworley,32,32,0.371,0.373,0.002
IntelRXeonRGold6444Y,1B,stephenvonworley,32,64,0.270,0.271,0.000
IntelRXeonRGold6444Y,1B,thomaswue,4,4,2.044,2.054,0.007
IntelRXeonRGold6444Y,1B,thomaswue,4,8,1.608,1.612,0.003
IntelRXeonRGold6444Y,1B,thomaswue,8,8,1.026,1.030,0.004
IntelRXeonRGold6444Y,1B,thomaswue,8,16,0.810,0.811,0.001
IntelRXeonRGold6444Y,1B,thomaswue,16,16,0.518,0.520,0.002
IntelRXeonRGold6444Y,1B,thomaswue,16,32,0.411,0.412,0.000
IntelRXeonRGold6444Y,1B,thomaswue,32,32,0.272,0.273,0.001
IntelRXeonRGold6444Y,1B,thomaswue,32,64,0.221,0.222,0.001
IntelRXeonRGold6444Y,1B,xoofx,4,4,4.198,4.341,0.066
IntelRXeonRGold6444Y,1B,xoofx,4,8,2.991,3.121,0.043
IntelRXeonRGold6444Y,1B,xoofx,8,8,2.035,2.076,0.015
IntelRXeonRGold6444Y,1B,xoofx,8,16,1.507,1.563,0.024
IntelRXeonRGold6444Y,1B,xoofx,16,16,1.023,1.047,0.013
IntelRXeonRGold6444Y,1B,xoofx,16,32,0.756,0.792,0.007
IntelRXeonRGold6444Y,1B,xoofx,32,32,0.534,0.545,0.011
IntelRXeonRGold6444Y,1B,xoofx,32,64,0.439,0.462,0.010
IntelRXeonRGold6444Y,1B_10K,abeobk,8,8,3.500,3.513,0.008
IntelRXeonRGold6444Y,1B_10K,abeobk,8,16,2.366,2.373,0.003
IntelRXeonRGold6444Y,1B_10K,abeobk,16,16,1.738,1.742,0.003
IntelRXeonRGold6444Y,1B_10K,abeobk,16,32,1.163,1.166,0.002
IntelRXeonRGold6444Y,1B_10K,abeobk,32,32,0.869,0.873,0.003
IntelRXeonRGold6444Y,1B_10K,abeobk,32,64,0.870,0.876,0.005
IntelRXeonRGold6444Y,1B_10K,artsiomkorzun,8,8,1.945,1.957,0.007
IntelRXeonRGold6444Y,1B_10K,artsiomkorzun,8,16,1.541,1.544,0.002
IntelRXeonRGold6444Y,1B_10K,artsiomkorzun,16,16,0.978,0.984,0.006
IntelRXeonRGold6444Y,1B_10K,artsiomkorzun,16,32,0.791,0.794,0.003
IntelRXeonRGold6444Y,1B_10K,artsiomkorzun,32,32,0.510,0.514,0.003
IntelRXeonRGold6444Y,1B_10K,artsiomkorzun,32,64,0.419,0.420,0.000
IntelRXeonRGold6444Y,1B_10K,austindonisan,8,8,1.218,1.256,0.047
IntelRXeonRGold6444Y,1B_10K,austindonisan,8,16,0.631,0.644,0.015
IntelRXeonRGold6444Y,1B_10K,austindonisan,16,16,0.625,0.673,0.046
IntelRXeonRGold6444Y,1B_10K,austindonisan,16,32,0.329,0.331,0.001
IntelRXeonRGold6444Y,1B_10K,austindonisan,32,32,0.332,0.356,0.042
IntelRXeonRGold6444Y,1B_10K,austindonisan,32,64,0.382,0.383,0.000
IntelRXeonRGold6444Y,1B_10K,buybackoff,8,8,1.920,1.928,0.003
IntelRXeonRGold6444Y,1B_10K,buybackoff,8,16,1.380,1.387,0.005
IntelRXeonRGold6444Y,1B_10K,buybackoff,16,16,0.981,0.984,0.003
IntelRXeonRGold6444Y,1B_10K,buybackoff,16,32,0.720,0.724,0.003
IntelRXeonRGold6444Y,1B_10K,buybackoff,32,32,0.531,0.535,0.003
IntelRXeonRGold6444Y,1B_10K,buybackoff,32,64,0.418,0.422,0.002
IntelRXeonRGold6444Y,1B_10K,CameronAavik,8,8,4.512,4.580,0.057
IntelRXeonRGold6444Y,1B_10K,CameronAavik,8,16,3.465,3.483,0.018
IntelRXeonRGold6444Y,1B_10K,CameronAavik,16,16,2.408,2.425,0.007
IntelRXeonRGold6444Y,1B_10K,CameronAavik,16,32,1.889,1.903,0.010
IntelRXeonRGold6444Y,1B_10K,CameronAavik,32,32,1.369,1.377,0.008
IntelRXeonRGold6444Y,1B_10K,CameronAavik,32,64,1.378,1.504,0.067
IntelRXeonRGold6444Y,1B_10K,dzaima,8,8,2.507,2.572,0.056
IntelRXeonRGold6444Y,1B_10K,jerrinot,8,8,2.580,2.595,0.014
IntelRXeonRGold6444Y,1B_10K,jerrinot,8,16,1.788,1.793,0.003
IntelRXeonRGold6444Y,1B_10K,jerrinot,16,16,1.371,1.375,0.003
IntelRXeonRGold6444Y,1B_10K,jerrinot,16,32,0.969,0.973,0.003
IntelRXeonRGold6444Y,1B_10K,jerrinot,32,32,0.781,0.786,0.002
IntelRXeonRGold6444Y,1B_10K,jerrinot,32,64,0.778,0.786,0.002
IntelRXeonRGold6444Y,1B_10K,kpocza,8,8,2.713,2.771,0.040
IntelRXeonRGold6444Y,1B_10K,kpocza,8,16,1.909,1.937,0.020
IntelRXeonRGold6444Y,1B_10K,kpocza,16,16,1.474,1.492,0.019
IntelRXeonRGold6444Y,1B_10K,kpocza,16,32,1.079,1.108,0.047
IntelRXeonRGold6444Y,1B_10K,kpocza,32,32,0.873,0.889,0.011
IntelRXeonRGold6444Y,1B_10K,kpocza,32,64,0.686,0.692,0.006
IntelRXeonRGold6444Y,1B_10K,lehuyduc,8,8,1.664,1.707,0.033
IntelRXeonRGold6444Y,1B_10K,lehuyduc,8,16,1.296,1.317,0.019
IntelRXeonRGold6444Y,1B_10K,lehuyduc,16,16,0.859,0.907,0.027
IntelRXeonRGold6444Y,1B_10K,lehuyduc,16,32,0.706,0.731,0.015
IntelRXeonRGold6444Y,1B_10K,lehuyduc,32,32,0.494,0.514,0.019
IntelRXeonRGold6444Y,1B_10K,lehuyduc,32,64,0.427,0.436,0.007
IntelRXeonRGold6444Y,1B_10K,mtopolnik,8,8,2.238,2.272,0.026
